fcc hcp ico 
0.174592 0.114442 0.250588 
0.193979 0.143048 0.253229 
0.196004 0.150373 0.25223 
0.200495 0.148055 0.254117 
0.202142 0.135659 0.250703 
0.187175 0.124805 0.222886 
0.22396 0.151372 0.276624 
0.176417 0.12705 0.224302 
0.228202 0.162013 0.280811 
0.193237 0.148661 0.242849 
0.194541 0.129931 0.238184 
0.214482 0.156453 0.263337 
0.192749 0.140535 0.253444 
0.186466 0.146069 0.235721 
0.232061 0.17894 0.294906 
0.205489 0.144949 0.259886 
0.191747 0.130432 0.248175 
0.181847 0.149541 0.226958 
0.2098 0.149033 0.256537 
0.191313 0.127342 0.2308 
0.192388 0.137604 0.255492 
0.179627 0.125969 0.239083 
0.198745 0.138731 0.244223 
0.176637 0.134768 0.242193 
0.172689 0.120942 0.237826 
0.209496 0.147141 0.240792 
0.183475 0.144527 0.235616 
0.170875 0.129579 0.223194 
0.172066 0.118179 0.219286 
0.160272 0.141784 0.208005 
0.191536 0.128099 0.245986 
0.222896 0.162781 0.267547 
0.167596 0.147126 0.199557 
0.223645 0.17044 0.278006 
0.229613 0.176354 0.276384 
0.227379 0.165133 0.287835 
0.219429 0.153759 0.26612 
0.195755 0.143121 0.244205 
0.201161 0.128754 0.243926 
0.20185 0.145534 0.264148 
0.182144 0.130082 0.2361 
0.187145 0.127492 0.220814 
0.182708 0.116644 0.234945 
0.19928 0.156976 0.248855 
0.197695 0.125743 0.260889 
0.196349 0.141827 0.248722 
0.222899 0.165083 0.267772 
0.182553 0.126174 0.227796 
0.183255 0.133533 0.227679 
0.217845 0.156422 0.27286 
0.18423 0.132316 0.232655 
0.196496 0.146203 0.245461 
0.187322 0.141324 0.231041 
0.203523 0.132804 0.249914 
0.219769 0.162638 0.275108 
0.197637 0.131404 0.260495 
0.210644 0.157269 0.269988 
0.177242 0.12664 0.220572 
0.157363 0.106542 0.232267 
0.212689 0.152047 0.263078 
0.202621 0.146593 0.251543 
0.205214 0.144395 0.255971 
0.206422 0.147431 0.26324 
0.220563 0.161041 0.263427 
0.238365 0.178904 0.291283 
0.180022 0.126863 0.232236 
0.19452 0.135405 0.245553 
0.177466 0.136033 0.226283 
0.200022 0.154325 0.247316 
0.210097 0.147838 0.255022 
0.202627 0.129252 0.261722 
0.216884 0.14962 0.269353 
0.168927 0.119666 0.219427 
0.193627 0.14229 0.241088 
0.177412 0.11335 0.234798 
0.214903 0.148542 0.273385 
0.214959 0.14028 0.283696 
0.186649 0.132414 0.240631 
0.174953 0.133121 0.228658 
0.225508 0.169208 0.27692 
0.200863 0.145999 0.255016 
0.200807 0.132528 0.261718 
0.196024 0.14622 0.222499 
0.211052 0.14896 0.26318 
0.180762 0.137765 0.229867 
0.234308 0.169843 0.293283 
0.222246 0.154318 0.272803 
0.232125 0.174121 0.277002 
0.212088 0.151857 0.267821 
0.193661 0.154684 0.240803 
0.195995 0.132594 0.256207 
0.141329 0.127489 0.214624 
0.172528 0.130712 0.211511 
0.200412 0.147393 0.253485 
0.159218 0.146961 0.201823 
0.171149 0.172612 0.142717 
0.189027 0.150388 0.229428 
0.196388 0.129016 0.249308 
0.200136 0.150226 0.244536 
0.219541 0.155718 0.265788 
0.139539 0.137089 0.195357 
0.225229 0.164435 0.283844 
0.209992 0.155508 0.264178 
0.17778 0.159971 0.211281 
0.178605 0.138715 0.218589 
0.197913 0.150986 0.243681 
0.196488 0.138328 0.24561 
0.194822 0.13064 0.241361 
0.230209 0.176783 0.285827 
0.183012 0.126747 0.24239 
0.167172 0.124809 0.216983 
0.203268 0.140977 0.25374 
0.227444 0.16611 0.279942 
0.222708 0.158053 0.270436 
0.201946 0.141812 0.245135 
0.19763 0.152701 0.247067 
0.230366 0.167876 0.287299 
0.198717 0.148947 0.247202 
0.224987 0.157497 0.282563 
0.197601 0.133122 0.25532 
0.220724 0.160875 0.271129 
0.165022 0.111337 0.231476 
0.20301 0.148687 0.228206 
0.201943 0.13266 0.261391 
0.174738 0.125465 0.223906 
0.232534 0.170291 0.286502 
0.217465 0.155711 0.27456 
0.215107 0.15252 0.260249 
0.190581 0.143662 0.234036 
0.21564 0.15339 0.266801 
0.214716 0.147348 0.267083 
0.184922 0.153697 0.243337 
0.198991 0.128002 0.264363 
0.186607 0.13447 0.232339 
0.191438 0.133035 0.244062 
0.164509 0.124217 0.227489 
0.18728 0.14058 0.250314 
0.20555 0.150454 0.257764 
0.230281 0.169223 0.28901 
0.179191 0.107006 0.247713 
0.154777 0.139485 0.217521 
0.209547 0.155518 0.25452 
0.189885 0.150495 0.222281 
0.200581 0.145759 0.234796 
0.168427 0.140451 0.207012 
0.227659 0.160622 0.274554 
0.204386 0.155094 0.257153 
0.191869 0.145446 0.25549 
0.17432 0.127097 0.241679 
0.187913 0.136522 0.238688 
0.156949 0.160779 0.153335 
0.175232 0.154184 0.21409 
0.169254 0.138381 0.217617 
0.202974 0.144985 0.252767 
0.179426 0.128946 0.235724 
0.185983 0.130035 0.238836 
0.212562 0.148217 0.274936 
0.216414 0.156424 0.260826 
0.188597 0.148926 0.24999 
0.214875 0.155882 0.254254 
0.210388 0.15196 0.250266 
0.204208 0.154849 0.259703 
0.2032 0.144324 0.251378 
0.191629 0.146102 0.232866 
0.214204 0.155584 0.26081 
0.173508 0.129621 0.23154 
0.213806 0.151478 0.264865 
0.196068 0.151576 0.250881 
0.192109 0.140574 0.245931 
0.202333 0.131588 0.265273 
0.207367 0.145796 0.25816 
0.19056 0.131387 0.247608 
0.2202 0.160205 0.262538 
0.213271 0.146047 0.272593 
0.218288 0.162327 0.248612 
0.190439 0.138944 0.242723 
0.188879 0.150008 0.231589 
0.199647 0.149588 0.25477 
0.206288 0.141538 0.248262 
0.18736 0.135936 0.247127 
0.140205 0.137269 0.199768 
0.167745 0.135967 0.210327 
0.200058 0.156494 0.263265 
0.170056 0.14145 0.228029 
0.187629 0.135594 0.249788 
0.196808 0.151461 0.240069 
0.225838 0.161298 0.284919 
0.207707 0.145457 0.261997 
0.187908 0.138333 0.229456 
0.211569 0.16115 0.26397 
0.250137 0.193277 0.301476 
0.15897 0.126222 0.192969 
0.235294 0.179067 0.287347 
0.184128 0.130091 0.249356 
0.17851 0.135277 0.231475 
0.2002 0.148009 0.256654 
0.166911 0.147815 0.191855 
0.228546 0.167134 0.275313 
0.157218 0.135755 0.217184 
0.232321 0.167383 0.299515 
0.202599 0.137502 0.263861 
0.186053 0.130145 0.228124 
0.197966 0.137261 0.235992 
0.200395 0.132107 0.260901 
0.171882 0.119639 0.223536 
0.203164 0.149795 0.269062 
0.186674 0.1352 0.24197 
0.212642 0.157308 0.269598 
0.214663 0.15904 0.259126 
0.202789 0.133899 0.261446 
0.17973 0.130195 0.226708 
0.183793 0.132671 0.217634 
0.175207 0.129053 0.221412 
0.153872 0.136327 0.192536 
0.166856 0.142683 0.213751 
0.233613 0.171674 0.291752 
0.220164 0.165804 0.269106 
0.172642 0.144398 0.231929 
0.197454 0.137336 0.239998 
0.225608 0.160309 0.285094 
0.186515 0.130186 0.25398 
0.168458 0.147172 0.235828 
0.184868 0.137543 0.230161 
0.194665 0.141659 0.244066 
0.241622 0.176808 0.297207 
0.212151 0.159657 0.263734 
0.194529 0.129451 0.252537 
0.16312 0.126874 0.215383 
0.226049 0.162865 0.283293 
0.1934 0.146397 0.241469 
0.183568 0.122524 0.238476 
0.187737 0.124335 0.241694 
0.195052 0.152959 0.248484 
0.20579 0.149058 0.25794 
0.203975 0.146615 0.256685 
0.213737 0.155637 0.273543 
0.190134 0.133234 0.250176 
0.209655 0.141899 0.264378 
0.224489 0.174635 0.276753 
0.173638 0.13111 0.213201 
0.207098 0.150142 0.266418 
0.230072 0.171482 0.278353 
0.212408 0.147543 0.268353 
0.17091 0.111616 0.238846 
0.195828 0.139834 0.253035 
0.177913 0.127105 0.225972 
0.19934 0.135557 0.261265 
0.230045 0.165655 0.292572 
0.210741 0.144303 0.261681 
0.206889 0.151523 0.266263 
0.215635 0.157877 0.277018 
0.193535 0.145152 0.241338 
0.16592 0.118459 0.206378 
0.142784 0.14459 0.198631 
0.0698443 0.137463 0.187761 
0.214559 0.150993 0.276391 
0.173835 0.136188 0.208934 
0.211358 0.156309 0.24732 
0.196185 0.139059 0.246411 
0.186231 0.133693 0.245509 
0.239859 0.179095 0.294049 
0.182367 0.136654 0.245376 
0.177818 0.138264 0.230702 
0.173085 0.130339 0.229933 
0.153102 0.134627 0.198743 
0.183892 0.122959 0.234981 
0.227339 0.164138 0.281233 
0.186726 0.124828 0.249362 
0.161365 0.121159 0.212099 
0.179842 0.157267 0.255627 
0.184816 0.13069 0.233212 
0.172346 0.123023 0.228717 
0.179178 0.111632 0.222078 
0.183965 0.122382 0.254418 
0.194475 0.149909 0.233819 
0.20863 0.151579 0.242103 
0.213758 0.157051 0.269637 
0.182334 0.132418 0.223372 
0.189616 0.124982 0.225757 
0.207608 0.140533 0.266331 
0.180113 0.118359 0.2356 
0.197409 0.140292 0.239457 
0.220392 0.164499 0.275888 
0.187417 0.142515 0.238585 
0.175796 0.143063 0.218474 
0.235305 0.181442 0.274889 
0.226952 0.165088 0.281845 
0.192611 0.14018 0.247241 
0.220816 0.1583 0.261977 
0.202739 0.153477 0.248527 
0.182994 0.123106 0.237554 
0.223129 0.157888 0.280064 
0.203398 0.139726 0.250958 
0.209316 0.143696 0.263135 
0.208395 0.15561 0.254151 
0.211651 0.158499 0.258794 
0.183502 0.129121 0.23941 
0.204863 0.152945 0.261836 
0.187566 0.138509 0.224591 
0.190823 0.148706 0.234181 
0.181456 0.134263 0.216868 
0.182149 0.12762 0.236104 
0.173276 0.12548 0.218269 
0.21549 0.156217 0.274073 
0.204721 0.138474 0.268813 
0.174702 0.132524 0.207691 
0.211272 0.149482 0.27426 
0.232955 0.168872 0.301036 
0.193478 0.131832 0.24793 
0.199497 0.151369 0.240623 
0.164069 0.143791 0.187612 
0.178026 0.126227 0.230409 
0.207999 0.14809 0.26764 
0.156323 0.151608 0.143034 
0.200006 0.146826 0.256032 
0.186534 0.13999 0.226201 
0.160595 0.136666 0.219337 
0.22167 0.159499 0.284684 
0.162095 0.126589 0.216248 
0.179128 0.137534 0.245782 
0.196276 0.142089 0.248175 
0.156768 0.125419 0.212511 
0.209455 0.157864 0.252131 
0.146811 0.12239 0.222863 
0.18166 0.135801 0.229968 
0.190184 0.1237 0.257493 
0.216042 0.155051 0.257746 
0.200091 0.147777 0.255836 
0.225501 0.16713 0.279259 
0.197713 0.154512 0.237162 
0.217007 0.141798 0.279294 
0.228916 0.164342 0.283994 
0.197169 0.149665 0.247112 
0.21545 0.1586 0.268987 
0.190059 0.146464 0.22721 
0.193285 0.128583 0.24411 
0.219717 0.152489 0.277377 
0.192991 0.127847 0.246814 
0.215198 0.15659 0.26364 
0.202643 0.152746 0.269107 
0.215319 0.146213 0.278281 
0.193481 0.142171 0.255514 
0.190222 0.140361 0.24494 
0.147419 0.151011 0.18858 
0.20955 0.149306 0.250097 
0.212419 0.149534 0.27002 
0.206201 0.148806 0.256591 
0.221515 0.161776 0.278376 
0.195269 0.136373 0.242788 
0.201408 0.147417 0.25381 
0.0883778 0.140268 0.181318 
0.181262 0.138834 0.216784 
0.205984 0.149463 0.263284 
0.195779 0.132119 0.25914 
0.197737 0.13547 0.259631 
0.218928 0.164249 0.256955 
0.178624 0.1359 0.227029 
0.228975 0.169814 0.291359 
0.213501 0.153488 0.264055 
0.199335 0.143656 0.231514 
0.2162 0.163071 0.254414 
0.179414 0.119982 0.241811 
0.19597 0.149486 0.258172 
0.200971 0.152553 0.246957 
0.206881 0.148823 0.252055 
0.163944 0.151256 0.177003 
0.235049 0.16737 0.293433 
0.135885 0.136329 0.207432 
0.188135 0.141279 0.234512 
0.226155 0.167573 0.272694 
0.188739 0.134592 0.22527 
0.181479 0.139651 0.217988 
0.174321 0.127909 0.218044 
0.212106 0.152788 0.273508 
0.199487 0.155293 0.209169 
0.166615 0.132699 0.210601 
0.212251 0.147484 0.270087 
0.191222 0.144468 0.228448 
0.171671 0.135035 0.220116 
0.186093 0.13176 0.23946 
0.196183 0.130652 0.252946 
0.232882 0.173779 0.291723 
0.18995 0.138304 0.245937 
0.191035 0.146403 0.252707 
0.166649 0.132516 0.199472 
0.167854 0.131396 0.233393 
0.223253 0.1648 0.283647 
0.166878 0.115525 0.204004 
0.219553 0.162211 0.272834 
0.173978 0.123799 0.234986 
0.225582 0.162157 0.282654 
0.181692 0.120402 0.235315 
0.202353 0.135857 0.265459 
0.203875 0.13982 0.247621 
0.190151 0.127596 0.254879 
0.194325 0.133419 0.250935 
0.174277 0.13101 0.208789 
0.200032 0.147987 0.249513 
0.215324 0.150101 0.275913 
0.179552 0.120482 0.232887 
0.192597 0.133789 0.256356 
0.200294 0.147488 0.259335 
0.188713 0.140541 0.23362 
0.215716 0.161714 0.275592 
0.157913 0.132804 0.214647 
0.198992 0.13983 0.235637 
0.198144 0.143514 0.230729 
0.181085 0.126923 0.237304 
0.199703 0.153716 0.252296 
0.134051 0.14337 0.19944 
0.195979 0.143978 0.241865 
0.148629 0.126749 0.206536 
0.217178 0.148428 0.27447 
0.211523 0.143471 0.263841 
0.162074 0.126214 0.221151 
0.187356 0.150563 0.235928 
0.177628 0.125911 0.226683 
0.245482 0.185641 0.30244 
0.163408 0.110213 0.229811 
0.224393 0.160328 0.274646 
0.223465 0.159938 0.288299 
0.197246 0.152838 0.245572 
0.218729 0.161461 0.277526 
0.211057 0.158275 0.274825 
0.224406 0.169843 0.283883 
0.186348 0.146409 0.238971 
0.175099 0.124839 0.233642 
0.197423 0.140394 0.244392 
0.202134 0.142559 0.259488 
0.201287 0.147224 0.2455 
0.234289 0.171156 0.291196 
0.151065 0.13205 0.210858 
0.192413 0.149314 0.238684 
0.194954 0.152288 0.241348 
0.219824 0.160765 0.272302 
0.210146 0.145132 0.266493 
0.190051 0.14823 0.234914 
0.219137 0.155109 0.269421 
0.246564 0.182182 0.299879 
0.179475 0.131848 0.225643 
0.193793 0.143306 0.249238 
0.167528 0.134799 0.215825 
0.118322 0.129794 0.179727 
0.203108 0.136927 0.256803 
0.188309 0.146772 0.221952 
0.188025 0.115058 0.238999 
0.197897 0.140146 0.254465 
0.171855 0.135857 0.197301 
0.154358 0.125894 0.218689 
0.210515 0.143753 0.275861 
0.153878 0.125943 0.227772 
0.207583 0.137108 0.260925 
0.19766 0.133043 0.264681 
0.181195 0.141756 0.216476 
0.164677 0.158319 0.173592 
0.176779 0.134606 0.217883 
0.187773 0.149766 0.206481 
0.190704 0.141723 0.241478 
0.221548 0.16107 0.277689 
0.222792 0.151821 0.269047 
0.219783 0.154611 0.272664 
0.189672 0.145991 0.245553 
0.16542 0.12699 0.232152 
0.209318 0.147355 0.262264 
0.1253 0.132178 0.206483 
0.186818 0.141524 0.230992 
0.186727 0.138993 0.255146 
0.218894 0.164514 0.274327 
0.245118 0.185784 0.309188 
0.173553 0.132108 0.23278 
0.18633 0.128868 0.234802 
0.207586 0.142207 0.268938 
0.188956 0.141789 0.234376 
0.17408 0.146421 0.238069 
0.170122 0.130231 0.214983 
0.177177 0.133655 0.227487 
0.217694 0.157989 0.2734 
0.161616 0.156944 0.149712 
0.212697 0.147238 0.26522 
0.169574 0.141639 0.207925 
0.187316 0.137883 0.235275 
0.173045 0.126883 0.226932 
0.194043 0.128288 0.239505 
0.169916 0.12895 0.226665 
0.212531 0.158408 0.252249 
0.212071 0.144998 0.271388 
0.217228 0.14878 0.274828 
0.190312 0.143104 0.226183 
0.190276 0.119215 0.248598 
0.237029 0.173059 0.295137 
0.192079 0.140932 0.232874 
0.220043 0.159673 0.284963 
0.202999 0.138308 0.259259 
0.210702 0.146777 0.268573 
0.173824 0.101415 0.243632 
0.213961 0.146321 0.271983 
0.161122 0.130422 0.217905 
0.192481 0.148093 0.235807 
0.2213 0.167939 0.283044 
0.203477 0.142361 0.263586 
0.210399 0.143317 0.265181 
0.155491 0.139945 0.206446 
0.179596 0.136764 0.22291 
0.212681 0.162408 0.277097 
0.193149 0.146599 0.225708 
0.187426 0.142825 0.212348 
0.19216 0.128182 0.249407 
0.247962 0.193904 0.306184 
0.203421 0.136923 0.258941 
0.207674 0.138955 0.256328 
0.234949 0.179273 0.294643 
0.200579 0.139797 0.243884 
0.185106 0.11986 0.230448 
0.20749 0.140729 0.254109 
0.168896 0.149101 0.203748 
0.186389 0.144667 0.221549 
0.179891 0.149883 0.209234 
0.18433 0.138907 0.242566 
0.163946 0.15745 0.160839 
0.22469 0.167987 0.287784 
0.201202 0.151214 0.25073 
0.237083 0.175553 0.286753 
0.189752 0.144149 0.24273 
0.17901 0.119441 0.228126 
0.135836 0.129786 0.207256 
0.168772 0.14017 0.210828 
0.199795 0.141487 0.250885 
0.199179 0.133959 0.242055 
0.167616 0.18883 0.106528 
0.192483 0.143691 0.228604 
0.216222 0.163578 0.276141 
0.226483 0.167614 0.289348 
0.19162 0.126627 0.24866 
0.171798 0.152492 0.182667 
0.162719 0.182978 0.116434 
0.209229 0.143858 0.262117 
0.169788 0.128644 0.21135 
0.188377 0.148705 0.235137 
0.166046 0.122847 0.211942 
0.207135 0.156835 0.240322 
0.194979 0.134152 0.250773 
0.163729 0.118558 0.215756 
0.170061 0.138518 0.213121 
0.169102 0.127629 0.214584 
0.213225 0.152583 0.252556 
0.159476 0.11172 0.219862 
0.16072 0.133694 0.231277 
0.181408 0.138579 0.235961 
0.194843 0.146339 0.236682 
0.176477 0.145924 0.198229 
0.231358 0.176966 0.287991 
0.219007 0.162425 0.276032 
0.183672 0.136081 0.236153 
0.193461 0.142509 0.252394 
0.204167 0.1541 0.256985 
0.215106 0.156269 0.263833 
0.167959 0.128469 0.216693 
0.218227 0.16256 0.273865 
0.189387 0.148657 0.218462 
0.179559 0.116545 0.232326 
0.210249 0.146003 0.269279 
0.198418 0.130436 0.254535 
0.203523 0.148372 0.259797 
0.194438 0.158953 0.238131 
0.198168 0.150218 0.249731 
0.204972 0.14677 0.240594 
0.178947 0.136483 0.232674 
0.160897 0.107692 0.225544 
0.176828 0.150773 0.231968 
0.200187 0.14043 0.260551 
0.154052 0.132152 0.201886 
0.241425 0.182298 0.296239 
0.18913 0.143155 0.224005 
0.168124 0.120215 0.231751 
0.226104 0.169114 0.269938 
0.215637 0.143596 0.266838 
0.199018 0.146701 0.24962 
0.223512 0.166365 0.27422 
0.182465 0.145302 0.202078 
0.200549 0.144014 0.261367 
0.187267 0.151365 0.218832 
0.205826 0.145958 0.248379 
0.152775 0.120776 0.2276 
0.166017 0.104818 0.237965 
0.19351 0.144314 0.249074 
0.150474 0.135635 0.223574 
0.186643 0.132172 0.248625 
0.176605 0.146773 0.208358 
0.167667 0.134438 0.210318 
0.148603 0.119822 0.200974 
0.225265 0.170069 0.260781 
0.238147 0.179007 0.297911 
0.190921 0.125388 0.24314 
0.194807 0.14081 0.236691 
0.215703 0.153652 0.267562 
0.172732 0.144406 0.187947 
0.213452 0.151771 0.281551 
0.202985 0.142864 0.260394 
0.177274 0.141211 0.221451 
0.177996 0.135578 0.226357 
0.201982 0.140848 0.261022 
0.201896 0.14586 0.246188 
0.191369 0.136514 0.245646 
0.234877 0.165926 0.297542 
0.177463 0.120998 0.215641 
0.200854 0.12096 0.254653 
0.178753 0.130572 0.221141 
0.210467 0.14763 0.252254 
0.224174 0.163248 0.278269 
0.169991 0.12857 0.215946 
0.196416 0.127528 0.247645 
0.193796 0.151744 0.245958 
0.18349 0.132684 0.241372 
0.17641 0.139685 0.216256 
0.220934 0.154801 0.278714 
0.188435 0.125735 0.237953 
0.20309 0.142184 0.266224 
0.18341 0.124382 0.244174 
0.202253 0.139501 0.24692 
0.231997 0.171109 0.288293 
0.17398 0.130883 0.217012 
0.211694 0.158855 0.272216 
0.169416 0.115176 0.234595 
0.168198 0.128271 0.218409 
0.192096 0.146074 0.235105 
0.204759 0.144564 0.250254 
0.15258 0.126735 0.21526 
0.169151 0.126955 0.212098 
0.234561 0.174155 0.29389 
0.200532 0.151866 0.238714 
0.206718 0.131702 0.256077 
0.204965 0.158564 0.256753 
0.206894 0.154884 0.254588 
0.222056 0.152236 0.278273 
0.204652 0.137118 0.251455 
0.202246 0.149125 0.251388 
0.202513 0.149446 0.241757 
0.202268 0.15334 0.238097 
0.211258 0.158134 0.265393 
0.20284 0.156082 0.239214 
0.194462 0.149565 0.244446 
0.212531 0.149275 0.270587 
0.217402 0.158677 0.274004 
0.218148 0.155594 0.273744 
0.15481 0.123817 0.224119 
0.203775 0.137363 0.247544 
0.19088 0.123597 0.251709 
0.1629 0.132701 0.237736 
0.200469 0.140185 0.24308 
0.221717 0.158717 0.286139 
0.203139 0.141942 0.250816 
0.228761 0.170168 0.279188 
0.197825 0.136303 0.251693 
0.174206 0.117609 0.216212 
0.196331 0.14166 0.24063 
0.180927 0.138866 0.238794 
0.19302 0.133157 0.236685 
0.204031 0.15379 0.25565 
0.190195 0.13548 0.242144 
0.185527 0.142307 0.240403 
0.196254 0.147945 0.232597 
0.210198 0.15287 0.253012 
0.17117 0.110992 0.221522 
0.18571 0.125773 0.231053 
0.212007 0.160163 0.253389 
0.185157 0.142729 0.22292 
0.22718 0.163822 0.269225 
0.181045 0.142517 0.23429 
0.211555 0.158977 0.255862 
0.186976 0.133029 0.245181 
0.213441 0.145721 0.274053 
0.220059 0.157109 0.268329 
0.175991 0.138962 0.238667 
0.186547 0.137678 0.229412 
0.21912 0.164394 0.280109 
0.191619 0.138365 0.23773 
0.150068 0.128147 0.220783 
0.188267 0.12816 0.230398 
0.225663 0.168091 0.289291 
0.183717 0.138331 0.229405 
0.176565 0.131782 0.207026 
0.213758 0.158137 0.265487 
0.164817 0.127279 0.210183 
0.218247 0.162059 0.271167 
0.156686 0.123298 0.209845 
0.190927 0.14371 0.236301 
0.206996 0.140824 0.249851 
0.224098 0.163889 0.276949 
0.189925 0.146343 0.211957 
0.183725 0.140764 0.220728 
0.183303 0.128332 0.233575 
0.175712 0.136227 0.191638 
0.221131 0.157356 0.25871 
0.225337 0.158095 0.273183 
0.216781 0.170097 0.261905 
0.208832 0.149252 0.262639 
0.188621 0.130453 0.245844 
0.218972 0.162972 0.276665 
0.19752 0.146254 0.24176 
0.160117 0.105867 0.236023 
0.181765 0.143077 0.225372 
0.219259 0.152714 0.268033 
0.194299 0.131163 0.237747 
0.166324 0.134502 0.212748 
0.197291 0.125666 0.25167 
0.189371 0.133724 0.252365 
0.224323 0.161394 0.274546 
0.183612 0.135437 0.215029 
0.167988 0.135931 0.208237 
0.233653 0.169259 0.285263 
0.215502 0.170176 0.282249 
0.151988 0.137549 0.204548 
0.192778 0.126716 0.243197 
0.221414 0.155549 0.271977 
0.212412 0.152877 0.262326 
0.187853 0.150356 0.222194 
0.176098 0.152134 0.203799 
0.149074 0.149168 0.177513 
0.239052 0.180285 0.30244 
0.219304 0.158139 0.283242 
0.215279 0.162387 0.25719 
0.200868 0.134093 0.24572 
0.206881 0.146495 0.264459 
0.182291 0.155846 0.220909 
0.201414 0.147158 0.250872 
0.223988 0.164614 0.285795 
0.167281 0.130528 0.209223 
0.162917 0.104222 0.226234 
0.2132 0.158804 0.265227 
0.230313 0.166621 0.284427 
0.213329 0.147549 0.270122 
0.192407 0.139723 0.239997 
0.172946 0.137362 0.228559 
0.203481 0.139149 0.265166 
0.194609 0.14725 0.231236 
0.18341 0.150059 0.221227 
0.159786 0.123946 0.194673 
0.172505 0.116588 0.228054 
0.181137 0.138465 0.232766 
0.19946 0.136485 0.258866 
0.220595 0.148635 0.274915 
0.182744 0.14449 0.229538 
0.194221 0.147007 0.224036 
0.192716 0.121991 0.247977 
0.236857 0.175872 0.294316 
0.21498 0.162651 0.273667 
0.217033 0.15742 0.271343 
0.201787 0.142537 0.260092 
0.175851 0.131925 0.230946 
0.174528 0.114697 0.226769 
0.225835 0.174586 0.292373 
0.190542 0.137981 0.24155 
0.20364 0.146932 0.24235 
0.180619 0.133868 0.230201 
0.187316 0.137588 0.227417 
0.23814 0.174445 0.29811 
0.160849 0.125614 0.202023 
0.192147 0.132596 0.244917 
0.163325 0.132827 0.215752 
0.177568 0.134226 0.226698 
0.20199 0.15684 0.249173 
0.206657 0.152392 0.260846 
0.187475 0.13266 0.237517 
0.208178 0.152685 0.257763 
0.187342 0.139953 0.223261 
0.15775 0.173352 0.132954 
0.208636 0.146732 0.264374 
0.160452 0.139202 0.202127 
0.188068 0.148405 0.253061 
0.174702 0.13984 0.217957 
0.222223 0.165253 0.272865 
0.194483 0.129588 0.253731 
0.17877 0.119882 0.241266 
0.205032 0.137235 0.264671 
0.194735 0.134144 0.249217 
0.203325 0.150362 0.255867 
0.209833 0.149493 0.260172 
0.184198 0.130477 0.245942 
0.196027 0.126883 0.257177 
0.227709 0.161781 0.291921 
0.184542 0.115662 0.250497 
0.173837 0.121729 0.236508 
0.226914 0.162079 0.272142 
0.171243 0.128426 0.222775 
0.186533 0.148391 0.214105 
0.156223 0.118339 0.222247 
0.205746 0.144339 0.261773 
0.203533 0.148562 0.252446 
0.187471 0.140351 0.241628 
0.18195 0.142578 0.231619 
0.179567 0.117294 0.245982 
0.175765 0.110237 0.239267 
0.183548 0.134629 0.241039 
0.173453 0.145121 0.199505 
0.207031 0.143494 0.251746 
0.225644 0.165406 0.272474 
0.18799 0.137265 0.237808 
0.203074 0.151034 0.25402 
0.221021 0.156494 0.274487 
0.255456 0.194824 0.311855 
0.202743 0.135475 0.262955 
0.219757 0.157664 0.275988 
0.18604 0.13773 0.228843 
0.203226 0.144073 0.247909 
0.178872 0.130429 0.235748 
0.228667 0.164688 0.280458 
0.17216 0.117648 0.231382 
0.21128 0.142764 0.266017 
0.201345 0.154246 0.247268 
0.229678 0.168021 0.285918 
0.211746 0.144429 0.270762 
0.181285 0.140238 0.233562 
0.168025 0.117661 0.23046 
0.191901 0.121013 0.242677 
0.204434 0.143238 0.258642 
0.183988 0.127733 0.261993 
0.2097 0.14205 0.256273 
0.208334 0.143659 0.254698 
0.118147 0.122095 0.192549 
0.240414 0.187122 0.290083 
0.182051 0.105455 0.237457 
0.241824 0.180588 0.293979 
0.158368 0.139808 0.216201 
0.210296 0.154628 0.272162 
0.200656 0.136209 0.268082 
0.180887 0.12332 0.22513 
0.200936 0.142427 0.238277 
0.186103 0.149814 0.224644 
0.186136 0.12359 0.24995 
0.20417 0.135716 0.242079 
0.203501 0.136392 0.270361 
0.202573 0.136609 0.247908 
0.178853 0.136201 0.217397 
0.206879 0.153491 0.24968 
0.155205 0.135133 0.193535 
0.152144 0.131989 0.213144 
0.217079 0.150676 0.265629 
0.216698 0.161765 0.260567 
0.195002 0.139756 0.238699 
0.19315 0.136018 0.239919 
0.19476 0.135159 0.251867 
0.193367 0.120595 0.249624 
0.191519 0.134496 0.228793 
0.195231 0.132929 0.242812 
0.206896 0.15124 0.272364 
0.211614 0.147886 0.275867 
0.221038 0.162176 0.267965 
0.202448 0.143518 0.248364 
0.226284 0.164495 0.279574 
0.176488 0.132417 0.208637 
0.176758 0.147566 0.215416 
0.172573 0.117086 0.23006 
0.210821 0.143669 0.276537 
0.18769 0.124384 0.256475 
0.217662 0.158671 0.263519 
0.20274 0.152218 0.248829 
0.209745 0.137706 0.271075 
0.223094 0.158287 0.274371 
0.19251 0.137837 0.233068 
0.164796 0.102853 0.23457 
0.191199 0.130632 0.240604 
0.202325 0.155035 0.257795 
0.206352 0.144031 0.264442 
0.207518 0.157389 0.251566 
0.210716 0.162069 0.27227 
0.175835 0.148128 0.203307 
0.185727 0.123202 0.24888 
0.213383 0.159779 0.264203 
0.169673 0.127699 0.228363 
0.228189 0.168423 0.28003 
0.0930915 0.134462 0.182121 
0.167469 0.130994 0.249319 
0.213033 0.153126 0.262199 
0.188735 0.1441 0.240607 
